citation_id,answer_id,system_id,query_id,source_span_id,repo_id,owner_repo,path,line_start,line_end,source_file_sha256,evidence_text_sha256,citation_correct
v52x_D_v53e_0808_citation_001,v52x_D_v53e_0808,D,v53e_0808,v53e_0808_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0809_citation_001,v52x_D_v53e_0809,D,v53e_0809,v53e_0809_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0810_citation_001,v52x_D_v53e_0810,D,v53e_0810,v53e_0810_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0811_citation_001,v52x_D_v53e_0811,D,v53e_0811,v53e_0811_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0812_citation_001,v52x_D_v53e_0812,D,v53e_0812,v53e_0812_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0813_citation_001,v52x_D_v53e_0813,D,v53e_0813,v53e_0813_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0814_citation_001,v52x_D_v53e_0814,D,v53e_0814,v53e_0814_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0815_citation_001,v52x_D_v53e_0815,D,v53e_0815,v53e_0815_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0816_citation_001,v52x_D_v53e_0816,D,v53e_0816,v53e_0816_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0817_citation_001,v52x_D_v53e_0817,D,v53e_0817,v53e_0817_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0818_citation_001,v52x_D_v53e_0818,D,v53e_0818,v53e_0818_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0819_citation_001,v52x_D_v53e_0819,D,v53e_0819,v53e_0819_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0820_citation_001,v52x_D_v53e_0820,D,v53e_0820,v53e_0820_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0821_citation_001,v52x_D_v53e_0821,D,v53e_0821,v53e_0821_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0822_citation_001,v52x_D_v53e_0822,D,v53e_0822,v53e_0822_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0823_citation_001,v52x_D_v53e_0823,D,v53e_0823,v53e_0823_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0824_citation_001,v52x_D_v53e_0824,D,v53e_0824,v53e_0824_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0825_citation_001,v52x_D_v53e_0825,D,v53e_0825,v53e_0825_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0826_citation_001,v52x_D_v53e_0826,D,v53e_0826,v53e_0826_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0827_citation_001,v52x_D_v53e_0827,D,v53e_0827,v53e_0827_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0828_citation_001,v52x_D_v53e_0828,D,v53e_0828,v53e_0828_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0829_citation_001,v52x_D_v53e_0829,D,v53e_0829,v53e_0829_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0830_citation_001,v52x_D_v53e_0830,D,v53e_0830,v53e_0830_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0831_citation_001,v52x_D_v53e_0831,D,v53e_0831,v53e_0831_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0832_citation_001,v52x_D_v53e_0832,D,v53e_0832,v53e_0832_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0833_citation_001,v52x_D_v53e_0833,D,v53e_0833,v53e_0833_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0834_citation_001,v52x_D_v53e_0834,D,v53e_0834,v53e_0834_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0835_citation_001,v52x_D_v53e_0835,D,v53e_0835,v53e_0835_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0836_citation_001,v52x_D_v53e_0836,D,v53e_0836,v53e_0836_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0837_citation_001,v52x_D_v53e_0837,D,v53e_0837,v53e_0837_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0838_citation_001,v52x_D_v53e_0838,D,v53e_0838,v53e_0838_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0839_citation_001,v52x_D_v53e_0839,D,v53e_0839,v53e_0839_span_001,pypa_pip,pypa/pip,README.rst,1,1,sha256:807e8aad661c9fe6540a2f0790279c230c81c72bdf72b9466f6e9ed9304ed8b1,sha256:4c47b0fa99ef31eb07db43af8f2a28fc3732f5294e187ab3b6e2ced6251eed94,1
v52x_D_v53e_0840_citation_001,v52x_D_v53e_0840,D,v53e_0840,v53e_0840_span_001,python_cpython,python/cpython,Doc/README.rst,44,44,sha256:cb7019df5bf42107feea8fd25305e299d6f81a4ee83630aaafd0675905d4d21b,sha256:a79cf33276a012b48452c0c054c15ca64efd3a6445e3aa4987b9bf479632a5b6,1
v52x_D_v53e_0841_citation_001,v52x_D_v53e_0841,D,v53e_0841,v53e_0841_span_001,django_django,django/django,README.rst,5,5,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:950114d96d9099549a9b000a828593e2034276e3a3b1a40758d70dfab819739f,1
v52x_D_v53e_0842_citation_001,v52x_D_v53e_0842,D,v53e_0842,v53e_0842_span_001,django_django,django/django,README.rst,22,22,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:5e5558c978730e15f1f6e91da84dd21faa1b0f126611ca873d9e01aecfdf0efb,1
v52x_D_v53e_0843_citation_001,v52x_D_v53e_0843,D,v53e_0843,v53e_0843_span_001,django_django,django/django,README.rst,44,44,sha256:17c3550b268b902983fd4a4decd9a475bb8725c0941e016d29c6b7bf62273eab,sha256:5d366ca3d63295cbbf9fc00a9cc850e5b489e257fa64fa89af7b668e2952385a,1
v52x_D_v53e_0844_citation_001,v52x_D_v53e_0844,D,v53e_0844,v53e_0844_span_001,django_django,django/django,pyproject.toml,15,15,sha256:9442fea5438e1078049605455d3b489ec8dc5a8d4dc333e2849c330706dc8258,sha256:4c397b183ceda98542976d7df7629db58000e9a826da353d119cde5fb71b3289,1
v52x_D_v53e_0845_citation_001,v52x_D_v53e_0845,D,v53e_0845,v53e_0845_span_001,django_django,django/django,pyproject.toml,29,29,sha256:9442fea5438e1078049605455d3b489ec8dc5a8d4dc333e2849c330706dc8258,sha256:7101f62aa2804415daede9b2f63cadbdcae511e2a528f84c60d539ff63f7f7a2,1
v52x_D_v53e_0846_citation_001,v52x_D_v53e_0846,D,v53e_0846,v53e_0846_span_001,django_django,django/django,pyproject.toml,45,45,sha256:9442fea5438e1078049605455d3b489ec8dc5a8d4dc333e2849c330706dc8258,sha256:a9034ad5544cbdfe2b49d25fa4820665457f8baa5c1a7b71e29c9530885cec55,1
v52x_D_v53e_0847_citation_001,v52x_D_v53e_0847,D,v53e_0847,v53e_0847_span_001,django_django,django/django,pyproject.toml,65,65,sha256:9442fea5438e1078049605455d3b489ec8dc5a8d4dc333e2849c330706dc8258,sha256:eb1cb09292d2748d603bfcf27942c51d87950b7c06e5e32464bf6e8667ae22c3,1
v52x_D_v53e_0848_citation_001,v52x_D_v53e_0848,D,v53e_0848,v53e_0848_span_001,django_django,django/django,tox.ini,32,32,sha256:47d70986367bd27c611f42ae78c7326728a6838545ca9d6734d052e8d727815c,sha256:36695608aa455edf8f84eabcacdc62e043d28d50d402f0bd9196d69a0fded796,1
v52x_D_v53e_0849_citation_001,v52x_D_v53e_0849,D,v53e_0849,v53e_0849_span_001,django_django,django/django,tox.ini,56,56,sha256:47d70986367bd27c611f42ae78c7326728a6838545ca9d6734d052e8d727815c,sha256:0402946945f361d118d8a2dfc13b309b2d461cb721ba5d889538166731c71a7f,1
v52x_D_v53e_0850_citation_001,v52x_D_v53e_0850,D,v53e_0850,v53e_0850_span_001,django_django,django/django,tox.ini,76,76,sha256:47d70986367bd27c611f42ae78c7326728a6838545ca9d6734d052e8d727815c,sha256:8e145f1bd34a326ae1fc983ce0d76e023ed63ef626416bab93bf2d63977c3aca,1
v52x_D_v53e_0851_citation_001,v52x_D_v53e_0851,D,v53e_0851,v53e_0851_span_001,fastapi_fastapi,fastapi/fastapi,README.md,1,1,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:fbf6bd5e63f0422c4616ba0c13f18c10e2e945e659578011a2c47da2b0299496,1
v52x_D_v53e_0852_citation_001,v52x_D_v53e_0852,D,v53e_0852,v53e_0852_span_001,fastapi_fastapi,fastapi/fastapi,README.md,74,74,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:e1fce9a1da1bc39ed43242ea53afb5a48ba39eaf4d79015da805c40238626736,1
v52x_D_v53e_0853_citation_001,v52x_D_v53e_0853,D,v53e_0853,v53e_0853_span_001,fastapi_fastapi,fastapi/fastapi,README.md,206,206,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:b04532d5790468db6394b68e224f09fd49022111073b1aa30be6abc85f3e39d7,1
v52x_D_v53e_0854_citation_001,v52x_D_v53e_0854,D,v53e_0854,v53e_0854_span_001,fastapi_fastapi,fastapi/fastapi,README.md,309,309,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:868a2ffd430ad327cd69bb5281626ae4080973b6cf7ef83f80f8a6830710e9cc,1
v52x_D_v53e_0855_citation_001,v52x_D_v53e_0855,D,v53e_0855,v53e_0855_span_001,fastapi_fastapi,fastapi/fastapi,README.md,405,405,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:72f4ec977bcd668ebfbef62799e3a49d6585033eda9cde89c1751a8818533b9f,1
v52x_D_v53e_0856_citation_001,v52x_D_v53e_0856,D,v53e_0856,v53e_0856_span_001,fastapi_fastapi,fastapi/fastapi,README.md,516,516,sha256:92d9831df4291afd3f34a16eee57ca67b946528c7114fbeb86082ec70e8df21e,sha256:4f66a86393795b78c7b09f1e5ca8d9944d64c46ec49658b437aad545fe84fd55,1
v52x_D_v53e_0857_citation_001,v52x_D_v53e_0857,D,v53e_0857,v53e_0857_span_001,fastapi_fastapi,fastapi/fastapi,pyproject.toml,37,37,sha256:e7aa37e64103ba05507140fcfbe8da41348645fd9cb7c3ee9a674a7e149d8b92,sha256:f8d83539b07b08b2d852f8e4309af9ad14336dd04c6f4f527fc5ae117cb5c346,1
v52x_D_v53e_0858_citation_001,v52x_D_v53e_0858,D,v53e_0858,v53e_0858_span_001,fastapi_fastapi,fastapi/fastapi,pyproject.toml,110,110,sha256:e7aa37e64103ba05507140fcfbe8da41348645fd9cb7c3ee9a674a7e149d8b92,sha256:1cb1fc7ef99f252c5bdc7abf3c5910976b04b54e1f3538cb4280ffbf4e2661d4,1
v52x_D_v53e_0859_citation_001,v52x_D_v53e_0859,D,v53e_0859,v53e_0859_span_001,fastapi_fastapi,fastapi/fastapi,pyproject.toml,180,180,sha256:e7aa37e64103ba05507140fcfbe8da41348645fd9cb7c3ee9a674a7e149d8b92,sha256:a1e3c19747c45b2250dab96774213f795a127b6151ec2b041e40cb8599e9dbbb,1
v52x_D_v53e_0860_citation_001,v52x_D_v53e_0860,D,v53e_0860,v53e_0860_span_001,fastapi_fastapi,fastapi/fastapi,pyproject.toml,261,261,sha256:e7aa37e64103ba05507140fcfbe8da41348645fd9cb7c3ee9a674a7e149d8b92,sha256:d289717a8de43265fa341045ad9ade942d2d936cb3fa66284da4ace424abce27,1
v52x_D_v53e_0861_citation_001,v52x_D_v53e_0861,D,v53e_0861,v53e_0861_span_001,pallets_click,pallets/click,README.md,1,1,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:3401a46d66f32aea9b19e5dd10525799827673bdadcc6e5b035164c4208fbce5,1
v52x_D_v53e_0862_citation_001,v52x_D_v53e_0862,D,v53e_0862,v53e_0862_span_001,pallets_click,pallets/click,README.md,8,8,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:4fe11cd096b76494a7643450ef53c6534c654d15503ebd77f28525bc731c66d2,1
v52x_D_v53e_0863_citation_001,v52x_D_v53e_0863,D,v53e_0863,v53e_0863_span_001,pallets_click,pallets/click,README.md,14,14,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:f5d4ebc8607f393917aecb1442f114ed5ac5aa97d49e2f3ba15d10e20c0e7ddb,1
v52x_D_v53e_0864_citation_001,v52x_D_v53e_0864,D,v53e_0864,v53e_0864_span_001,pallets_click,pallets/click,README.md,27,27,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:307a5edd4050fa70896ae5910a8997ac24f05075c2ee499c1b1b4f5f616dda06,1
v52x_D_v53e_0865_citation_001,v52x_D_v53e_0865,D,v53e_0865,v53e_0865_span_001,pallets_click,pallets/click,README.md,31,31,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:e83fcc0f2e1771193a62d061df933fed36646875065c060dc31b9f151a541319,1
v52x_D_v53e_0866_citation_001,v52x_D_v53e_0866,D,v53e_0866,v53e_0866_span_001,pallets_click,pallets/click,README.md,49,49,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:873c3bd8293217a8dbe7fa0bba87df01fdb5fdff1ef8a6df12fc5fadd45f1fe6,1
v52x_D_v53e_0867_citation_001,v52x_D_v53e_0867,D,v53e_0867,v53e_0867_span_001,pallets_click,pallets/click,README.md,58,58,sha256:4c3de4aa0918deac2f712facacd1dc30a8cc4627d0118dd290292ab0af65ca0b,sha256:b23baf2d15b18c29205c8f98a3d2ee9e89818d8fb2149990339f8fe4ccb48a71,1
v52x_D_v53e_0868_citation_001,v52x_D_v53e_0868,D,v53e_0868,v53e_0868_span_001,pallets_click,pallets/click,examples/aliases/pyproject.toml,2,2,sha256:413ab0bd185393b340373afd839d19c1c0bf85123ed241946d311fb5eeb60331,sha256:b23e79132945bb9071340c2d5a6ccb4367c42ace2f004995dca61de1c84c8ba6,1
v52x_D_v53e_0869_citation_001,v52x_D_v53e_0869,D,v53e_0869,v53e_0869_span_001,pallets_click,pallets/click,examples/aliases/pyproject.toml,14,14,sha256:413ab0bd185393b340373afd839d19c1c0bf85123ed241946d311fb5eeb60331,sha256:3fb3f9205aad22d15f1e357f33482e681f04889d22a1229aff7854e23ca40ba4,1
v52x_D_v53e_0870_citation_001,v52x_D_v53e_0870,D,v53e_0870,v53e_0870_span_001,pallets_click,pallets/click,examples/colors/pyproject.toml,4,4,sha256:7d5aa5c4ba2c8223beead363223a54688a01093b4771ac50fd329e5bf1fa66c3,sha256:6ccb4f3aeba0f28a9a385dc75c42e5ccb9f8df564043cf1235943dfbe03672c8,1
v52x_D_v53e_0871_citation_001,v52x_D_v53e_0871,D,v53e_0871,v53e_0871_span_001,pallets_flask,pallets/flask,README.md,1,1,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,sha256:85e13b2aa23b16d110f05cb2dfc0f25ca85628c8ad686bb70429a288ad25d686,1
v52x_D_v53e_0872_citation_001,v52x_D_v53e_0872,D,v53e_0872,v53e_0872_span_001,pallets_flask,pallets/flask,README.md,9,9,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,sha256:9e06bf8f6cf5e8c1b457acfc1973448e11d38d1257e0943c71704ab8b2e86ea0,1
v52x_D_v53e_0873_citation_001,v52x_D_v53e_0873,D,v53e_0873,v53e_0873_span_001,pallets_flask,pallets/flask,README.md,16,16,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,sha256:4f84956f9da8095fcd911d0f24149c725e28103e462d1e78123b6cded3bfd408,1
v52x_D_v53e_0874_citation_001,v52x_D_v53e_0874,D,v53e_0874,v53e_0874_span_001,pallets_flask,pallets/flask,README.md,30,30,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,sha256:ea8d9805ef010317cd6f6b3360ea4c082757de12110182a2ba679ce4229c0b95,1
v52x_D_v53e_0875_citation_001,v52x_D_v53e_0875,D,v53e_0875,v53e_0875_span_001,pallets_flask,pallets/flask,README.md,45,45,sha256:1f2de14735b1ee9d3a342fa7c5d5e87b95727276c0a56c8a9d77221f37880602,sha256:d17bc79fd5c9696ccd1af630c112dd07e31f57f944088c48549c1bd6c45183ef,1
v52x_D_v53e_0876_citation_001,v52x_D_v53e_0876,D,v53e_0876,v53e_0876_span_001,pallets_flask,pallets/flask,examples/celery/pyproject.toml,2,2,sha256:00d27458e466294e03bd3be48bfb8c436be5f9bd49cee885e2fb2d88f2b684b5,sha256:2ad6c461d96e1c26d63498318e5179c0b63c9d0c90720862339d144f32cd9fcd,1
v52x_D_v53e_0877_citation_001,v52x_D_v53e_0877,D,v53e_0877,v53e_0877_span_001,pallets_flask,pallets/flask,examples/celery/pyproject.toml,10,10,sha256:00d27458e466294e03bd3be48bfb8c436be5f9bd49cee885e2fb2d88f2b684b5,sha256:3fb3f9205aad22d15f1e357f33482e681f04889d22a1229aff7854e23ca40ba4,1
v52x_D_v53e_0878_citation_001,v52x_D_v53e_0878,D,v53e_0878,v53e_0878_span_001,pallets_flask,pallets/flask,examples/javascript/pyproject.toml,5,5,sha256:2efeb4bc2175dd05aa6452dd11ed761cbeb278bb3ce1de6aca2ed0caf29ce12a,sha256:dcce59c47515e67f685c8326fd4c48bba7428dade47d095d3ab31fcefeea7354,1
v52x_D_v53e_0879_citation_001,v52x_D_v53e_0879,D,v53e_0879,v53e_0879_span_001,pallets_flask,pallets/flask,examples/javascript/pyproject.toml,12,12,sha256:2efeb4bc2175dd05aa6452dd11ed761cbeb278bb3ce1de6aca2ed0caf29ce12a,sha256:99d6b624e046735da41c6322f4b3c344d57fc3b92ab9ade04ebb621ec1db0cb6,1
v52x_D_v53e_0880_citation_001,v52x_D_v53e_0880,D,v53e_0880,v53e_0880_span_001,pallets_flask,pallets/flask,examples/javascript/pyproject.toml,22,22,sha256:2efeb4bc2175dd05aa6452dd11ed761cbeb278bb3ce1de6aca2ed0caf29ce12a,sha256:3c8419a55c22a7cde4e2c92614b84ef056adee192060b89e1593c8b3b72d2c98,1
v52x_D_v53e_0881_citation_001,v52x_D_v53e_0881,D,v53e_0881,v53e_0881_span_001,psf_requests,psf/requests,README.md,3,3,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:8eed1f967a514f14e8c3038298360dbb8e9de0b779b6c6720d1e380afc83a3e8,1
v52x_D_v53e_0882_citation_001,v52x_D_v53e_0882,D,v53e_0882,v53e_0882_span_001,psf_requests,psf/requests,README.md,23,23,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:51ddebde64a256afc964fa6ab6d344a23f2df93534d81a856b323b2a8750b84b,1
v52x_D_v53e_0883_citation_001,v52x_D_v53e_0883,D,v53e_0883,v53e_0883_span_001,psf_requests,psf/requests,README.md,46,46,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:ac0de48db84b5c46906337dad2040e0f99b7ef524f3d466807643e3fe18c4a73,1
v52x_D_v53e_0884_citation_001,v52x_D_v53e_0884,D,v53e_0884,v53e_0884_span_001,psf_requests,psf/requests,README.md,60,60,sha256:2a9268c9be5f4dc9abe9105740be7c5234babc3dd2b25eb11ca376c538a0c67b,sha256:5c1e8a10267761beb8ef11111ffe6716eb6587b76ad3fbaed303b0841e556e8c,1
v52x_D_v53e_0885_citation_001,v52x_D_v53e_0885,D,v53e_0885,v53e_0885_span_001,psf_requests,psf/requests,pyproject.toml,9,9,sha256:345f26b9f691435e39d0eb6f7f4150a390f43175b22f8d61ac95e7f2827f0a77,sha256:5cc9a6121bba3dc8672d5e9d7fad5fee4d9ce91e890a5d15a22e525b7806f379,1
v52x_D_v53e_0886_citation_001,v52x_D_v53e_0886,D,v53e_0886,v53e_0886_span_001,psf_requests,psf/requests,pyproject.toml,29,29,sha256:345f26b9f691435e39d0eb6f7f4150a390f43175b22f8d61ac95e7f2827f0a77,sha256:7514534222c5e3627e2b9944d4175a7df3306e45ad15d63c1e6ed5f8eda0bb27,1
v52x_D_v53e_0887_citation_001,v52x_D_v53e_0887,D,v53e_0887,v53e_0887_span_001,psf_requests,psf/requests,pyproject.toml,40,40,sha256:345f26b9f691435e39d0eb6f7f4150a390f43175b22f8d61ac95e7f2827f0a77,sha256:2f4799be0ada72b4f889d90583c1481e2c21095705471f6e4dfcf785325d3acc,1
v52x_D_v53e_0888_citation_001,v52x_D_v53e_0888,D,v53e_0888,v53e_0888_span_001,psf_requests,psf/requests,pyproject.toml,56,56,sha256:345f26b9f691435e39d0eb6f7f4150a390f43175b22f8d61ac95e7f2827f0a77,sha256:4e8859b2a30f75184e02f807705168b80469068143231c5c21c45a73df2bbec3,1
